3,1250,0
1,1312,0
3,1375,0
0,1450,0
3,1500,0
2,1550,0
0,1600,0
1,1678,0
0,1750,0
2,1800,0
1,1875,0
2,1937,0
3,2000,0
1,223412,0
3,223662,0
0,223724,0
1,223787,0
2,223849,0
1,223912,0
2,224287,0
0,224412,0
2,224662,0
0,224787,0
3,224912,0
1,225287,0
2,225412,0
0,225662,0
2,225912,0
1,226287,0
3,226412,0
1,226662,0
3,226787,0
0,226912,0
2,227287,0
1,227412,0
3,227662,0
1,227912,0
2,228287,0
0,228412,0
2,228662,0
0,228787,0
3,228912,0
1,229287,0
2,229412,0
0,229662,0
2,229912,0
1,230287,0
3,230412,0
1,230662,0
3,230787,0
0,230912,0
2,231287,0
1,231412,0
3,231662,0
1,231912,0
2,232287,0
0,232412,0
2,232662,0
0,232787,0
3,232912,0
1,233287,0
2,233412,0
0,233662,0
2,233912,0
1,234287,0
3,234412,0
1,234662,0
3,234787,0
0,234912,0
2,235287,0
1,235412,0
3,235662,0
0,235912,0
2,236287,0
3,236412,0
0,236495,0
2,236578,0
1,236662,0
2,236724,0
3,236787,0
1,236849,0
0,236912,0
2,236974,0
1,237037,0
0,237099,0
3,237162,0
1,237212,0
2,237262,0
0,237312,0
1,237362,0
3,237412,0
2,237462,0
1,237512,0
0,237562,0
3,237612,0
1,237662,0
2,237703,0
0,237745,0
1,237787,0
3,237828,0
2,237870,0
1,237912,0
3,239099,0
0,239162,0
0,239287,0
3,239349,0
0,239537,0
1,239568,0
0,239662,0
1,239693,0
3,239787,0
2,239818,0
3,239912,0
2,239943,0
0,240037,0
1,240068,0
0,240162,0
1,240193,0
3,240287,0
2,240318,0
3,240412,0
2,240443,0
0,240537,0
1,240557,0
2,240578,0
0,240662,0
1,240682,0
3,240724,0
2,240745,0
0,240787,0
1,240807,0
3,240912,0
2,240939,0
3,241037,0
2,241057,0
3,241162,0
0,241162,0
1,241177,0
0,241287,0
3,241287,0
2,241287,0
2,241412,1,242287
0,241412,0
1,241412,0
1,241537,0
0,241537,0
3,241662,0
1,241662,0
1,241787,0
3,241787,0
0,241787,0
3,241912,0
0,241912,0
0,242037,0
1,242037,0
3,242162,0
1,242162,0
0,242287,1,242537
1,242287,0
3,242287,0
1,242412,0
2,242412,0
1,242537,1,243412
3,242537,0
0,242662,0
3,242662,0
2,242787,0
0,242787,0
3,242787,0
2,242912,0
0,242912,0
3,243037,0
2,243037,0
0,243162,0
3,243162,0
2,243287,0
3,243287,0
0,243287,0
3,243412,1,244287
2,243412,0
1,243537,0
0,243537,0
2,243662,0
0,243662,0
1,243787,0
2,243787,0
0,243787,0
1,243912,0
2,243912,0
0,244037,0
1,244037,0
0,244162,0
2,244162,0
2,244287,1,244537
1,244287,0
0,244287,0
1,244412,0
3,244412,0
1,244537,1,245287
0,244537,0
3,244662,0
2,244662,0
2,244787,0
3,244787,0
0,244787,0
0,244912,0
3,244912,0
2,245037,0
0,245037,0
3,245162,0
2,245162,0
0,245287,0
3,245287,0
2,245287,0
3,245412,1,245537
0,245412,1,245537
1,245474,1,245537
2,245537,1,245662
1,245599,1,245724
0,245662,1,245724
3,245662,1,245724
2,245787,1,245849
3,245787,1,245912
0,245787,1,245912
1,245912,1,245974
2,245912,1,245974
0,246037,1,246224
3,246037,1,246099
3,246162,1,246287
1,246162,1,246224
1,246287,1,246412
0,246287,1,246349
2,246287,1,246412
0,246412,1,246537
3,246412,1,246474
1,246537,1,246599
3,246537,1,246693
0,246662,1,246724
1,246662,1,246818
3,246787,1,246849
0,246787,1,246912
2,246787,1,246974
3,246912,1,246974
1,246912,1,247099
0,247037,1,247099
3,247037,1,247162
1,247162,1,247287
2,247162,1,247224
3,247287,1,247349
2,247287,1,247412
0,247287,1,247412
1,247412,1,247537
3,247412,1,247474
2,247474,1,247537
3,247537,1,247662
0,247537,1,247724
1,247662,1,247724
2,247662,1,247787
1,247787,1,247849
0,247787,1,247849
3,247787,1,247912
2,247849,1,247912
1,247912,1,248037
0,247912,1,247974
2,248037,1,248099
3,248037,1,248162
2,248162,1,248287
0,248162,1,248224
0,248287,1,248412
1,248287,1,248349
3,248287,1,248349
1,248412,0
3,248412,1,249287
0,248537,0
2,248537,0
2,248662,0
1,248662,0
1,248787,0
2,248787,0
0,248787,0
1,248912,0
0,248912,0
1,249037,0
0,249037,0
2,249037,0
2,249162,0
0,249162,0
1,249287,0
2,249287,0
0,249412,1,250037
1,249412,0
3,249412,0
2,249537,0
3,249537,0
1,249662,0
2,249662,0
2,249787,0
1,249787,0
3,249787,0
2,249912,0
3,249912,0
3,250037,1,250537
1,250037,0
0,250162,0
2,250162,0
1,250287,0
0,250287,0
2,250287,0
2,250412,0
1,250412,0
1,250537,1,251162
0,250537,0
2,250662,0
3,250662,0
2,250787,0
3,250787,0
0,250787,0
0,250912,0
2,250912,0
2,251037,0
3,251037,0
3,251162,1,251412
0,251162,0
1,251287,0
0,251287,0
2,251287,0
0,251412,1,251474
2,251412,0
1,251474,1,251537
2,251537,1,252037
3,251537,0
1,251662,0
0,251662,0
3,251787,0
0,251787,0
1,251787,0
3,251912,0
1,251912,0
1,252037,1,252537
0,252037,0
3,252162,0
2,252162,0
0,252287,0
3,252287,0
2,252287,0
3,252412,0
0,252412,0
3,252537,1,253412
2,252537,0
1,252662,0
0,252662,0
0,252787,0
1,252787,0
2,252787,0
0,252912,0
2,252912,0
1,253037,0
0,253037,0
2,253162,0
1,253162,0
0,253287,0
1,253287,0
2,253287,0
0,253412,1,253662
1,253412,1,253662
2,253662,0
3,253662,0
3,253787,1,253912
1,253787,1,253912
0,253787,1,253849
2,253912,0
0,253912,0
2,254037,1,254162
3,254037,1,254099
1,254162,0
3,254162,0
2,254287,1,254412
1,254287,1,254412
0,254287,1,254349
3,254412,0
0,254412,0
2,254537,1,254599
0,254537,1,254662
2,254662,0
3,254662,0
2,254787,1,254912
1,254787,1,254849
0,254787,1,254912
3,254912,0
1,254912,0
1,255037,1,255162
0,255037,1,255099
2,255099,1,255162
0,255162,1,255287
3,255162,1,255224
1,255224,1,255287
2,255287,1,255412
3,255287,1,255349
0,255349,1,255412
1,255412,1,255474
3,255412,1,255474
2,255474,1,255537
0,255537,1,257412
1,255537,0
1,255662,0
2,255662,0
1,255787,0
3,255787,0
2,255787,0
2,255912,0
3,255912,0
1,256037,0
3,256037,0
2,256162,0
1,256162,0
3,256287,0
2,256287,0
1,256287,0
3,256412,0
2,256412,0
1,256537,0
3,256537,0
2,256662,0
1,256662,0
3,256787,0
1,256787,0
2,256787,0
2,256912,0
3,256912,0
1,257037,0
3,257037,0
2,257037,0
2,257162,0
1,257162,0
3,257287,0
1,257287,0
2,257412,0
3,257412,0
2,257537,0
1,257537,0
0,257537,0
0,257662,0
3,257662,0
1,257724,0
2,257787,0
3,257787,0
0,257849,0
1,257912,0
2,257912,0
3,257974,0
0,258037,0
2,258037,0
1,258037,0
3,258099,0
0,258162,0
1,258162,0
2,258224,0
3,258287,0
0,258287,0
1,258349,0
3,258412,0
2,258412,0
0,258474,0
3,258537,0
2,258537,0
1,258537,0
0,258599,0
1,258662,0
2,258662,0
3,258724,0
0,258787,0
1,258787,0
3,258849,0
2,258912,0
0,258912,0
2,259037,0
1,259037,0
3,259037,0
0,259037,0
1,259162,0
2,259162,0
3,259162,0
0,259162,0
1,259287,0
0,259287,0
2,259287,0
3,259287,0
2,259412,0
3,259412,0
0,259412,0
